id,order_date,user_id,order_id,meal_id,order_quantity
186,6/8/2018,58,74,11,2
187,6/8/2018,59,75,5,2
188,6/8/2018,60,76,7,2
189,6/9/2018,17,77,5,1
190,6/9/2018,17,77,10,2
191,6/9/2018,17,77,12,2
192,6/9/2018,22,78,4,1
193,6/9/2018,53,79,6,2
194,6/9/2018,53,79,18,3
195,6/9/2018,56,80,3,1
196,6/9/2018,56,80,7,2
197,6/9/2018,56,80,9,3
198,6/9/2018,56,80,18,3
199,6/9/2018,61,81,12,3
200,6/9/2018,61,81,14,1
201,6/9/2018,62,82,0,3
202,6/9/2018,62,82,9,2
203,6/9/2018,62,82,15,3
204,6/9/2018,63,83,5,2
205,6/9/2018,63,83,18,3
206,6/9/2018,64,84,16,3
207,6/9/2018,65,85,1,3
208,6/9/2018,65,85,4,2
209,6/9/2018,65,85,5,1
210,6/9/2018,65,85,11,2
211,6/9/2018,66,86,9,2
212,6/10/2018,2,87,2,1
213,6/10/2018,2,87,9,3
214,6/10/2018,2,87,17,1
215,6/10/2018,2,87,18,2
216,6/10/2018,26,88,0,2
217,6/10/2018,26,88,13,3
218,6/10/2018,26,88,16,2
219,6/10/2018,26,88,17,3
220,6/10/2018,51,89,4,3
221,6/10/2018,51,89,7,2
222,6/10/2018,51,89,12,1
223,6/10/2018,51,89,17,3
224,6/10/2018,59,90,10,1
225,6/10/2018,59,90,12,2
226,6/10/2018,59,90,13,2
227,6/10/2018,67,91,7,1
228,6/10/2018,67,91,8,3
229,6/10/2018,67,91,9,3
230,6/10/2018,67,91,14,2
231,6/10/2018,68,92,0,2
232,6/10/2018,68,92,8,2
233,6/10/2018,68,92,15,3
234,6/10/2018,68,92,18,3
235,6/10/2018,69,93,0,1
236,6/10/2018,69,93,1,2
237,6/10/2018,69,93,8,2
238,6/10/2018,69,93,14,3
239,6/11/2018,3,94,5,1
240,6/11/2018,3,94,7,1
241,6/11/2018,3,94,14,3
242,6/11/2018,3,94,15,2
243,6/11/2018,8,95,1,3
244,6/11/2018,8,95,7,3
245,6/11/2018,8,95,8,1
246,6/11/2018,13,96,2,2
247,6/11/2018,13,96,6,1
248,6/11/2018,13,96,13,3
249,6/11/2018,68,97,5,3
250,6/11/2018,68,97,14,2
251,6/11/2018,68,97,17,3
252,6/11/2018,69,98,3,1
253,6/11/2018,69,98,11,3
254,6/11/2018,69,98,14,2
255,6/11/2018,69,98,17,2
256,6/11/2018,70,99,4,3
257,6/11/2018,70,99,8,3
258,6/11/2018,70,99,9,3
259,6/11/2018,70,99,15,2
260,6/11/2018,70,100,0,3
261,6/11/2018,70,100,18,2
262,6/11/2018,71,101,4,1
263,6/11/2018,72,102,1,1
264,6/11/2018,72,102,2,1
265,6/11/2018,72,102,8,3
266,6/11/2018,72,102,13,3
267,6/11/2018,73,103,10,2
268,6/11/2018,73,103,17,2
269,6/11/2018,74,104,10,2
270,6/11/2018,74,104,14,2
271,6/12/2018,12,105,0,3
272,6/12/2018,12,105,10,1
273,6/12/2018,12,105,16,3
274,6/12/2018,12,105,17,3
275,6/12/2018,25,106,8,2
276,6/12/2018,25,106,12,2
277,6/12/2018,25,106,16,3
278,6/12/2018,47,107,4,3
279,6/12/2018,47,107,13,1
280,6/12/2018,47,107,17,1
281,6/12/2018,61,108,1,1
282,6/12/2018,74,109,7,2
283,6/12/2018,74,109,10,3
284,6/12/2018,75,110,5,1
285,6/12/2018,75,110,14,2
286,6/12/2018,76,111,8,1
287,6/12/2018,76,111,13,1
288,6/12/2018,76,111,17,3
289,6/12/2018,77,112,9,2
290,6/12/2018,77,112,14,1
291,6/12/2018,77,112,18,3
292,6/12/2018,78,113,6,3
293,6/12/2018,78,113,17,2
294,6/12/2018,79,114,12,3
295,6/12/2018,79,114,13,1
296,6/12/2018,80,115,0,2
297,6/13/2018,15,116,5,2
298,6/13/2018,15,116,8,2
299,6/13/2018,15,116,15,2
300,6/13/2018,15,116,18,1
301,6/13/2018,18,117,1,1
302,6/13/2018,18,117,4,3
303,6/13/2018,18,117,14,2
304,6/13/2018,50,118,3,1
305,6/13/2018,50,118,14,1
306,6/13/2018,55,119,6,1
307,6/13/2018,69,120,3,3
308,6/13/2018,69,120,6,1
309,6/13/2018,69,120,9,1
310,6/13/2018,81,121,12,3
311,6/13/2018,81,121,15,2
312,6/13/2018,81,121,17,2
313,6/13/2018,81,121,18,2
314,6/13/2018,82,122,5,2
315,6/13/2018,83,123,2,1
316,6/13/2018,83,123,3,2
317,6/13/2018,83,123,14,3
318,6/13/2018,83,123,17,3
319,6/13/2018,84,124,7,1
320,6/14/2018,30,125,3,3
321,6/14/2018,30,125,12,2
322,6/14/2018,39,126,4,2
323,6/14/2018,39,126,5,3
324,6/14/2018,39,126,18,1
325,6/14/2018,49,127,4,3
326,6/14/2018,49,127,5,2
327,6/14/2018,49,127,18,3
328,6/14/2018,51,128,4,3
329,6/14/2018,51,128,7,1
330,6/14/2018,51,129,5,1
331,6/14/2018,51,129,12,1
332,6/14/2018,53,130,5,2
333,6/14/2018,53,130,6,2
334,6/14/2018,76,131,2,3
335,6/14/2018,76,131,14,3
336,6/14/2018,76,131,16,2
337,6/14/2018,85,132,7,1
338,6/14/2018,85,132,8,2
339,6/14/2018,85,132,17,1
340,6/14/2018,86,133,11,1
341,6/14/2018,86,133,12,1
342,6/14/2018,86,133,18,3
343,6/15/2018,3,134,12,2
344,6/15/2018,3,134,18,3
345,6/15/2018,40,135,17,3
346,6/15/2018,40,136,3,3
347,6/15/2018,40,136,7,1
348,6/15/2018,40,136,10,1
349,6/15/2018,40,136,11,3
350,6/15/2018,61,137,18,1
351,6/15/2018,64,138,8,2
352,6/15/2018,64,138,15,3
353,6/15/2018,64,138,17,3
354,6/15/2018,87,139,4,2
355,6/15/2018,87,139,6,1
356,6/15/2018,87,139,13,1
357,6/15/2018,88,140,0,1
358,6/15/2018,88,140,13,3
359,6/15/2018,89,141,9,2
360,6/15/2018,90,142,6,3
361,6/15/2018,90,142,9,2
362,6/15/2018,90,142,13,2
363,6/15/2018,90,142,14,1
364,6/15/2018,91,143,5,3
365,6/15/2018,91,143,10,3
366,6/15/2018,91,143,15,1
367,6/15/2018,92,144,0,1
368,6/15/2018,92,144,1,2
369,6/15/2018,93,145,9,1
370,6/15/2018,93,145,16,3
371,6/16/2018,18,146,3,1
372,6/16/2018,18,146,4,3
373,6/16/2018,18,146,11,1
374,6/16/2018,18,146,12,3
375,6/16/2018,41,147,3,2
376,6/16/2018,41,147,14,1
377,6/16/2018,43,148,6,1
378,6/16/2018,43,148,8,1
379,6/16/2018,71,149,2,2
380,6/16/2018,71,149,6,3
381,6/16/2018,71,149,10,3
382,6/16/2018,90,150,10,1
383,6/16/2018,93,151,17,3
384,6/16/2018,93,151,18,3
385,6/16/2018,94,152,10,1
386,6/16/2018,94,152,14,3
387,6/16/2018,94,152,15,1
388,6/16/2018,95,153,11,1
389,6/16/2018,96,154,7,3
390,6/16/2018,96,154,9,2
391,6/16/2018,96,154,10,2
392,6/17/2018,18,155,2,3
393,6/17/2018,18,155,4,1
394,6/17/2018,18,155,18,1
395,6/17/2018,41,156,1,1
396,6/17/2018,41,156,3,1
397,6/17/2018,41,156,4,2
398,6/17/2018,41,156,10,3
399,6/17/2018,47,157,7,1
400,6/17/2018,47,157,9,3
401,6/17/2018,47,157,10,1
402,6/17/2018,47,157,17,2
403,6/17/2018,48,158,2,1
404,6/17/2018,48,158,12,2
405,6/17/2018,48,158,15,1
406,6/17/2018,48,158,16,2
407,6/17/2018,56,159,0,1
408,6/17/2018,56,159,13,2
409,6/17/2018,56,159,18,2
410,6/17/2018,93,160,1,1
411,6/17/2018,93,160,11,3
412,6/18/2018,10,161,0,2
413,6/18/2018,10,161,8,1
414,6/18/2018,10,161,9,2
415,6/18/2018,10,161,12,3
416,6/18/2018,11,162,13,3
417,6/18/2018,12,163,2,3
418,6/18/2018,12,163,14,2
419,6/18/2018,27,164,18,2
420,6/18/2018,37,165,7,2
421,6/18/2018,60,166,6,3
422,6/18/2018,60,166,8,2
423,6/18/2018,60,166,18,1
424,6/18/2018,61,167,5,3
425,6/18/2018,69,168,14,1
426,6/18/2018,74,169,9,2
427,6/18/2018,74,169,15,1
428,6/18/2018,97,170,11,2
429,6/18/2018,98,171,3,1
430,6/18/2018,98,171,12,3
431,6/18/2018,98,171,13,1
432,6/18/2018,98,171,18,1
433,6/18/2018,99,172,16,3
434,6/18/2018,100,173,3,2
435,6/18/2018,100,173,4,3
436,6/18/2018,100,173,9,1
437,6/18/2018,100,173,15,1
438,6/18/2018,101,174,1,3
439,6/18/2018,101,174,4,3
440,6/18/2018,101,174,15,2
441,6/19/2018,2,175,3,3
442,6/19/2018,2,175,5,2
443,6/19/2018,2,175,17,1
444,6/19/2018,4,176,0,1
445,6/19/2018,4,176,12,3
446,6/19/2018,4,176,16,3
447,6/19/2018,15,177,1,1
448,6/19/2018,15,177,8,3
449,6/19/2018,15,177,18,3
450,6/19/2018,32,178,3,3
451,6/19/2018,32,178,5,2
452,6/19/2018,32,178,6,2
453,6/19/2018,32,178,11,2
454,6/19/2018,39,179,0,2
455,6/19/2018,39,179,2,2
456,6/19/2018,39,179,3,3
457,6/19/2018,39,179,17,1
458,6/19/2018,39,180,1,1
459,6/19/2018,39,180,3,1
460,6/19/2018,39,180,17,3
461,6/19/2018,51,181,9,1
462,6/19/2018,51,181,12,1
463,6/19/2018,65,182,1,1
464,6/19/2018,65,182,4,3
465,6/19/2018,65,182,13,2
466,6/19/2018,65,182,16,3
467,6/19/2018,73,183,2,1
468,6/19/2018,73,183,4,3
469,6/19/2018,73,183,8,1
470,6/19/2018,73,183,9,3
471,6/19/2018,81,184,3,1
472,6/19/2018,81,184,7,3
473,6/19/2018,89,185,10,2
474,6/19/2018,89,185,12,2
475,6/19/2018,102,186,3,1
476,6/19/2018,102,186,16,2
477,6/19/2018,103,187,0,1
478,6/19/2018,104,188,0,1
479,6/19/2018,104,188,3,3
480,6/19/2018,104,188,12,3
481,6/19/2018,104,188,16,2
482,6/19/2018,105,189,16,1
483,6/19/2018,106,190,0,1
484,6/19/2018,106,190,7,2
485,6/19/2018,106,190,14,1
486,6/20/2018,6,191,18,1
487,6/20/2018,20,192,12,3
488,6/20/2018,20,192,13,3
489,6/20/2018,39,193,8,1
490,6/20/2018,39,193,11,2
491,6/20/2018,39,193,15,3
492,6/20/2018,41,194,3,1
493,6/20/2018,41,194,14,2
494,6/20/2018,41,194,15,2
495,6/20/2018,41,194,17,3
496,6/20/2018,45,195,7,2
497,6/20/2018,71,196,1,1
498,6/20/2018,71,196,5,2
499,6/20/2018,71,196,17,3
500,6/20/2018,82,197,4,3
501,6/20/2018,82,197,14,2
502,6/20/2018,107,198,15,2
503,6/20/2018,107,198,16,2
504,6/20/2018,107,198,18,2
505,6/21/2018,11,199,2,2
506,6/21/2018,31,200,3,3
507,6/21/2018,31,200,4,1
508,6/21/2018,31,200,8,3
509,6/21/2018,37,201,2,1
510,6/21/2018,37,201,18,1
511,6/21/2018,44,202,4,3
512,6/21/2018,44,202,15,2
513,6/21/2018,46,203,17,3
514,6/21/2018,52,204,1,1
515,6/21/2018,52,204,6,2
516,6/21/2018,52,204,8,2
517,6/21/2018,52,204,16,3
518,6/21/2018,87,205,4,2
519,6/21/2018,103,206,0,3
520,6/21/2018,103,206,7,3
521,6/21/2018,103,206,15,2
522,6/21/2018,108,207,3,2
523,6/21/2018,108,207,10,2
524,6/21/2018,108,207,15,3
525,6/21/2018,109,208,4,3
526,6/21/2018,109,208,8,2
527,6/21/2018,109,208,14,3
528,6/21/2018,109,209,11,2
529,6/21/2018,109,209,13,2
530,6/21/2018,110,210,6,1
531,6/21/2018,110,210,8,2
532,6/21/2018,110,210,12,3
533,6/22/2018,16,211,7,1
534,6/22/2018,16,211,10,2
535,6/22/2018,16,211,14,2
536,6/22/2018,16,211,18,1
537,6/22/2018,43,212,6,1
538,6/22/2018,43,212,12,1
539,6/22/2018,43,212,13,3
540,6/22/2018,43,212,18,3
541,6/22/2018,84,213,0,3
542,6/22/2018,84,213,6,1
543,6/22/2018,84,213,7,1
544,6/22/2018,87,214,16,1
545,6/22/2018,88,215,15,1
546,6/22/2018,91,216,3,1
547,6/22/2018,91,216,8,1
548,6/22/2018,106,217,5,3
549,6/22/2018,109,218,2,3
550,6/22/2018,109,218,9,1
551,6/22/2018,109,218,13,2
552,6/22/2018,109,218,14,1
553,6/23/2018,12,219,7,3
554,6/23/2018,12,219,15,3
555,6/23/2018,12,219,17,3
556,6/23/2018,25,220,18,1
557,6/23/2018,76,221,3,1
558,6/23/2018,76,221,4,2
559,6/23/2018,78,222,13,3
560,6/23/2018,78,222,15,1
561,6/23/2018,80,223,4,1
562,6/23/2018,80,223,6,3
563,6/23/2018,80,223,10,1
564,6/23/2018,91,224,5,1
565,6/23/2018,91,224,9,3
566,6/23/2018,91,224,10,3
567,6/23/2018,91,224,14,3
568,6/23/2018,111,225,3,1
569,6/23/2018,111,225,14,3
570,6/23/2018,112,226,9,2
571,6/23/2018,113,227,1,2
572,6/23/2018,113,227,3,1
573,6/23/2018,113,227,11,1
574,6/23/2018,113,227,16,3
575,6/24/2018,5,228,3,3
576,6/24/2018,5,228,9,1
577,6/24/2018,14,229,2,2
578,6/24/2018,20,230,17,3
579,6/24/2018,23,231,0,2
580,6/24/2018,23,231,11,3
581,6/24/2018,46,232,4,2
582,6/24/2018,46,232,12,1
583,6/24/2018,46,232,17,2
584,6/24/2018,49,233,8,1
585,6/24/2018,49,233,12,2
586,6/24/2018,49,233,13,2
587,6/24/2018,69,234,1,1
588,6/24/2018,89,235,10,3
589,6/24/2018,89,235,13,3
590,6/24/2018,89,235,17,3
591,6/24/2018,97,236,11,2
592,6/24/2018,97,236,16,2
593,6/24/2018,99,237,10,3
594,6/24/2018,114,238,5,2
595,6/24/2018,114,238,10,2
596,6/24/2018,114,238,15,2
597,6/24/2018,114,238,16,2
598,6/24/2018,115,239,4,2
599,6/24/2018,115,239,18,1
600,6/25/2018,16,240,0,1
601,6/25/2018,16,240,13,1
602,6/25/2018,16,240,16,1
603,6/25/2018,116,241,4,3
604,6/25/2018,116,241,6,2
605,6/25/2018,116,241,14,3
606,6/25/2018,116,241,16,2
607,6/26/2018,6,242,4,3
608,6/26/2018,6,242,7,2
609,6/26/2018,6,242,17,2
610,6/26/2018,16,243,2,2
611,6/26/2018,16,243,4,2
612,6/26/2018,16,243,16,2
613,6/26/2018,18,244,15,1
614,6/26/2018,19,245,9,2
615,6/26/2018,19,245,15,3
616,6/26/2018,37,246,0,2
617,6/26/2018,66,247,3,3
618,6/26/2018,66,247,5,2
619,6/26/2018,103,248,7,3
620,6/26/2018,116,249,2,2
621,6/26/2018,116,249,18,3
622,6/26/2018,117,250,17,1
623,6/27/2018,40,251,2,2
624,6/27/2018,44,252,3,2
625,6/27/2018,44,252,13,1
626,6/27/2018,80,253,5,1
627,6/27/2018,80,253,10,2
628,6/27/2018,80,253,12,2
629,6/27/2018,80,253,16,3
630,6/27/2018,109,254,2,1
631,6/27/2018,109,254,11,3
632,6/27/2018,109,254,12,1
633,6/27/2018,109,254,13,1
634,6/27/2018,114,255,9,2
635,6/27/2018,114,255,14,1
636,6/27/2018,114,256,4,3
637,6/28/2018,14,257,0,1
638,6/28/2018,14,257,9,1
639,6/28/2018,33,258,7,3
640,6/28/2018,33,258,10,3
641,6/28/2018,33,258,16,2
642,6/28/2018,33,258,18,3
643,6/28/2018,39,259,18,1
644,6/28/2018,48,260,0,3
645,6/28/2018,48,260,4,3
646,6/28/2018,48,260,6,1
647,6/28/2018,48,260,7,3
648,6/28/2018,72,261,7,2
649,6/28/2018,72,262,11,2
650,6/28/2018,72,262,14,3
651,6/28/2018,72,262,15,3
652,6/28/2018,88,263,8,1
653,6/28/2018,88,263,12,1
654,6/28/2018,88,263,15,2
655,6/28/2018,88,263,17,3
656,6/28/2018,91,264,9,2
657,6/28/2018,91,264,14,1
658,6/28/2018,96,265,0,3
659,6/28/2018,96,265,8,2
660,6/28/2018,98,266,7,2
661,6/28/2018,98,266,13,3
662,6/28/2018,104,267,1,3
663,6/28/2018,104,267,9,2
664,6/28/2018,104,267,13,3
665,6/28/2018,104,267,17,3
666,6/28/2018,111,268,1,2
667,6/28/2018,111,268,4,1
668,6/28/2018,111,268,14,1
669,6/28/2018,111,268,16,1
670,6/28/2018,118,269,15,3
671,6/28/2018,119,270,2,2
672,6/28/2018,119,270,3,1
673,6/28/2018,119,270,8,1
674,6/29/2018,10,271,7,1
675,6/29/2018,24,272,11,3
676,6/29/2018,24,272,12,3
677,6/29/2018,102,273,4,3
678,6/29/2018,102,273,6,3
679,6/29/2018,102,273,9,1
680,6/29/2018,102,273,17,3
681,6/29/2018,105,274,18,1
682,6/29/2018,112,275,1,1
683,6/29/2018,112,275,2,2
684,6/29/2018,112,275,14,1
685,6/29/2018,112,275,15,2
686,6/29/2018,120,276,3,3
687,6/30/2018,42,277,6,1
688,6/30/2018,42,277,9,3
689,6/30/2018,49,278,5,3
690,6/30/2018,49,278,8,1
691,6/30/2018,49,278,13,2
692,6/30/2018,49,278,17,1
693,6/30/2018,72,279,0,3
694,6/30/2018,72,279,2,2
695,6/30/2018,72,279,8,1
696,6/30/2018,72,279,18,2
697,6/30/2018,121,280,8,2
698,6/30/2018,121,280,11,2
699,6/30/2018,121,280,16,3
700,6/30/2018,122,281,5,2
701,6/30/2018,122,281,8,2
702,6/30/2018,122,281,10,2
703,6/30/2018,122,281,11,1
704,7/1/2018,21,282,14,2
705,7/1/2018,49,283,13,1
706,7/1/2018,49,283,14,3
707,7/1/2018,49,283,18,1
708,7/1/2018,84,284,7,3
709,7/1/2018,84,284,9,2
710,7/1/2018,93,285,10,2
711,7/1/2018,93,285,11,1
712,7/1/2018,123,286,4,3
713,7/1/2018,123,286,7,3
714,7/1/2018,123,286,9,1
715,7/1/2018,124,287,4,3
716,7/1/2018,124,287,8,1
717,7/1/2018,124,287,11,1
718,7/1/2018,125,288,6,2
719,7/1/2018,125,288,13,3
720,7/1/2018,125,288,16,1
721,7/1/2018,125,288,18,1
722,7/1/2018,126,289,12,2
723,7/1/2018,127,290,18,1
724,7/1/2018,128,291,5,3
725,7/1/2018,128,291,6,2
726,7/1/2018,128,291,18,1
727,7/1/2018,129,292,2,1
728,7/1/2018,129,292,9,1
729,7/1/2018,130,293,5,1
730,7/1/2018,130,293,6,1
731,7/1/2018,130,293,18,1
732,7/1/2018,130,294,7,1
733,7/1/2018,130,294,12,2
734,7/1/2018,130,294,13,3
735,7/1/2018,130,294,15,3
736,7/1/2018,131,295,0,1
737,7/1/2018,131,295,7,3
738,7/1/2018,131,295,14,1
739,7/1/2018,132,296,5,1
740,7/1/2018,132,296,12,2
741,7/1/2018,132,296,15,3
742,7/1/2018,133,297,0,1
743,7/1/2018,133,297,4,3
744,7/1/2018,133,297,16,1
745,7/1/2018,134,298,9,2
746,7/1/2018,134,298,14,2
747,7/1/2018,134,298,15,2
748,7/1/2018,135,299,8,3
749,7/1/2018,135,299,11,1
750,7/1/2018,135,299,13,3
751,7/2/2018,5,300,5,2
752,7/2/2018,5,300,6,1
753,7/2/2018,5,300,8,3
754,7/2/2018,5,300,9,3
755,7/2/2018,61,301,16,3
756,7/2/2018,75,302,2,1
757,7/2/2018,83,303,1,3
758,7/2/2018,83,303,8,3
759,7/2/2018,83,303,9,2
760,7/2/2018,83,303,12,2
761,7/2/2018,136,304,2,1
762,7/2/2018,137,305,6,2
763,7/2/2018,137,305,8,3
764,7/2/2018,137,305,17,3
765,7/2/2018,138,306,15,3
766,7/2/2018,138,306,16,1
767,7/3/2018,5,307,4,1
768,7/3/2018,5,307,6,3
769,7/3/2018,5,307,8,3
770,7/3/2018,5,307,18,2
771,7/3/2018,18,308,1,2
772,7/3/2018,18,308,10,2
773,7/3/2018,18,308,15,2
774,7/3/2018,23,309,17,1
775,7/3/2018,70,310,2,1
776,7/3/2018,70,310,5,2
777,7/3/2018,70,310,8,1
778,7/3/2018,86,311,10,1
779,7/3/2018,86,311,13,1
780,7/3/2018,86,311,14,3
781,7/3/2018,86,311,17,2
782,7/3/2018,87,312,8,2
783,7/3/2018,87,312,13,1
784,7/3/2018,87,312,15,1
785,7/3/2018,87,312,18,1
786,7/3/2018,118,313,5,3
787,7/3/2018,118,313,14,3
788,7/3/2018,122,314,4,3
789,7/3/2018,128,315,4,2
790,7/3/2018,128,315,8,3
791,7/3/2018,128,315,12,3
792,7/3/2018,128,315,16,3
793,7/3/2018,132,316,1,2
794,7/3/2018,132,316,3,1
795,7/3/2018,139,317,2,2
796,7/3/2018,139,317,4,1
797,7/3/2018,139,317,9,1
798,7/3/2018,139,317,11,3
799,7/3/2018,140,318,0,3
800,7/3/2018,140,318,2,1
801,7/3/2018,140,318,5,2
802,7/3/2018,141,319,0,2
803,7/3/2018,141,319,4,3
804,7/3/2018,141,319,18,2
805,7/3/2018,142,320,1,1
806,7/3/2018,142,320,9,1
807,7/3/2018,142,320,16,2
808,7/3/2018,143,321,7,1
809,7/3/2018,143,321,10,3
810,7/3/2018,143,321,15,1
811,7/3/2018,143,321,18,1
812,7/4/2018,16,322,2,1
813,7/4/2018,16,322,18,1
814,7/4/2018,47,323,8,3
815,7/4/2018,47,323,11,3
816,7/4/2018,48,324,6,2
817,7/4/2018,48,324,13,2
818,7/4/2018,48,324,16,1
819,7/4/2018,48,324,18,2
820,7/4/2018,56,325,0,2
